Fecha	Hora	Nivel (msnm)	Aforador - Caudal (l/s)	PZ-2-A-1 (Hz)	PZ-2-A-1 (mca)	PZ-2-A-1 (N. Piezom.)	PZ-2-A-1 (%)	PZ-2-A-2 (Hz)	PZ-2-A-2 (mca)	PZ-2-A-2 (N. Piezom.)	PZ-2-A-2 (%)	PZ-2-A-3 (Hz)	PZ-2-A-3 (mca)	PZ-2-A-3 (N. Piezom.)	PZ-2-A-3 (%)	PZ-2-B-1 (Hz)	PZ-2-B-1 (mca)	PZ-2-B-1 (N. Piezom.)
30/10/2020	10:26:33	43,91	0,8	2949	-1,422	47,278	29,696	2957,7	0,048	46,248	-2,094	3020,7	-0,095	43,105	-13,364	3018,5	-1,373	43,427
31/10/2020	10:26:33	43,91	0,795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02/11/2020	10:26:33	43,91	0,802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03/11/2020	10:26:33	43,91	0,789	2949,1	-1,436	47,264	29,981	2957,7	0,048	46,248	-2,094	0	196,267	239,467	27643,289	3018,8	-1,409	43,391
03/11/2020	10:26:33	43,9	0,797	2949,1	-1,436	47,264	29,919	2957,7	0,048	46,248	-2,085	0	196,267	239,467	28038,129	3018,8	-1,409	43,391
04/11/2020	10:26:33	43,89	0,792	2949,6	-1,504	47,196	31,405	2958	0,011	46,211	-0,484	3021,1	-0,147	43,053	-20,693	3019,3	-1,468	43,332
04/11/2020	10:26:33	43,91	0,846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05/11/2020	10:26:33	43,93	0,821	2949,9	-1,545	47,155	32,258	2958,3	-0,026	46,174	1,127	3021,4	-0,186	43,014	-26,182	3019,6	-1,504	43,296
05/11/2020	10:26:33	43,93	0,814	2949,9	-1,545	47,155	32,394	2957	0,134	46,334	-5,903	3021,4	-0,186	43,014	-25,464	3019,6	-1,504	43,296
06/11/2020	10:26:33	43,92	0,804	2949,7	-1,518	47,182	31,689	2956,4	0,208	46,408	-9,072	0	196,267	239,467	27643,289	3019,5	-1,492	43,308
06/11/2020	10:26:33	43,94	0,844	2949,8	-1,532	47,168	32,108	2956,5	0,195	46,395	-8,61	3021,5	-0,199	43,001	-27,248	3019,6	-1,504	43,296
07/11/2020	10:26:33	43,94	0,807	2949,5	-1,491	47,209	31,185	2956,1	0,245	46,445	-10,726	3021,4	-0,186	43,014	-25,818	3019,4	-1,48	43,32
07/11/2020	10:26:33	43,94	0,816	2949	-1,422	47,278	29,884	2955,1	0,367	46,567	-16,256	3020,8	-0,108	43,092	-14,581	3018,6	-1,385	43,415
08/11/2020	10:26:33	43,94	0,806	2948,8	-1,395	47,305	29,188	2955,2	0,355	46,555	-15,576	0	196,267	239,467	27259,418	3018,7	-1,397	43,403
08/11/2020	10:26:33	43,94	0,814	2949	-1,422	47,278	29,884	0	181,831	228,031	-8045,62	3021	-0,134	43,066	-18,094	3018,8	-1,409	43,391
09/11/2020	10:26:33	43,93	0,799	2949	-1,422	47,278	29,759	2953,7	0,539	46,739	-23,655	3020,8	-0,108	43,092	-14,986	3018,7	-1,397	43,403
09/11/2020	10:26:33	43,94	0,814	2948,8	-1,395	47,305	29,249	2953,8	0,527	46,727	-23,217	3020	-0,004	43,196	-0,534	3018,6	-1,385	43,415
10/11/2020	10:26:33	43,93	0,816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11/11/2020	10:26:33	43,93	0,809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12/11/2020	10:26:33	43,92	0,806	2949,1	-1,436	47,264	30,107	2952,6	0,674	46,874	-29,705	3019,6	0,048	43,248	6,586	3019,1	-1,444	43,356
12/11/2020	10:26:33	43,93	0,807	2949,1	-1,436	47,264	30,107	2952,7	0,662	46,862	-29,165	3019,5	0,061	43,261	8,369	3019	-1,432	43,368
13/11/2020	10:26:33	43,93	0,809	2949,1	-1,436	47,264	30,17	2952,7	0,662	46,862	-29,294	3019,6	0,048	43,248	6,497	3019	-1,432	43,368
13/11/2020	10:26:33	43,93	0,814	2949,1	-1,436	47,264	30,17	2952,7	0,662	46,862	-29,294	3019,5	0,061	43,261	8,256	3019	-1,432	43,368
14/11/2020	10:26:33	43,93	0,809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15/11/2020	10:26:33	43,93	0,796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16/11/2020	10:26:33	43,94	0,792	2949,1	-1,436	47,264	30,107	2952,5	0,687	46,887	-30,246	3019,7	0,035	43,235	4,808	3018,6	-1,385	43,415
16/11/2020	10:26:33	43,93	0,802	2949,1	-1,436	47,264	30,107	2952,4	0,699	46,899	-30,787	3019,4	0,074	43,274	10,15	3018,5	-1,373	43,427
17/11/2020	10:26:33	43,93	0,799	2949,1	-1,436	47,264	30,044	2952,4	0,699	46,899	-30,652	3019,4	0,074	43,274	10,291	3018,5	-1,373	43,427
17/11/2020	10:26:33	43,95	0,807	2949	-1,422	47,278	29,821	2952,5	0,687	46,887	-30,246	3019,4	0,074	43,274	10,15	3018,4	-1,361	43,439
18/11/2020	10:26:33	43,94	0,799	2949	-1,422	47,278	29,821	2952,4	0,699	46,899	-30,787	3019,5	0,061	43,261	8,369	3018,5	-1,373	43,427
18/11/2020	10:26:33	43,93	0,802	2949	-1,422	47,278	29,821	2952,6	0,674	46,874	-29,705	3019,5	0,061	43,261	8,369	3018,5	-1,373	43,427
19/11/2020	10:26:33	43,94	0,795	2948,9	-1,409	47,291	29,597	2952,7	0,662	46,862	-29,294	3019,4	0,074	43,274	10,013	3018,7	-1,397	43,403
19/11/2020	10:26:33	43,95	0,802	2948,9	-1,409	47,291	29,597	2952,5	0,687	46,887	-30,38	3019,4	0,074	43,274	10,013	3018,3	-1,35	43,45
20/11/2020	10:26:33	43,95	0,789	2948,8	-1,395	47,305	29,373	2952,6	0,674	46,874	-29,969	3019,4	0,074	43,274	9,879	3018,4	-1,361	43,439
20/11/2020	10:26:33	43,96	0,796	2949	-1,422	47,278	29,946	2952,9	0,638	46,838	-28,334	3019,5	0,061	43,261	8,146	3018,7	-1,397	43,403
21/11/2020	10:26:33	43,97	0,785	2949	-1,422	47,278	29,946	2952,8	0,65	46,85	-28,879	3019,7	0,035	43,235	4,68	3018,5	-1,373	43,427
21/11/2020	10:26:33	43,98	0,802	2949	-1,422	47,278	30,073	2952,9	0,638	46,838	-28,588	3019,9	0,009	43,209	1,185	3018,5	-1,373	43,427
22/11/2020	10:26:33	43,97	0,785	2949	-1,422	47,278	30,073	2952,8	0,65	46,85	-29,138	3019,6	0,048	43,248	6,244	3018,4	-1,361	43,439
22/11/2020	10:26:33	43,97	0,8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23/11/2020	10:26:33	43,95	0,799	2948,9	-1,409	47,291	29,785	2953,1	0,613	46,813	-27,486	3019,6	0,048	43,248	6,244	3018,4	-1,361	43,439
23/11/2020	10:26:33	43,97	0,806	2948,9	-1,409	47,291	29,659	2953,2	0,601	46,801	-26,697	3019,8	0,022	43,222	2,947	3018,5	-1,373	43,427
24/11/2020	10:26:33	43,96	0,809	2948,9	-1,409	47,291	29,659	2953,5	0,564	46,764	-25,061	3019,8	0,022	43,222	2,947	3018,6	-1,385	43,415
24/11/2020	10:26:33	43,97	0,821	2949	-1,422	47,278	29,946	2953,8	0,527	46,727	-23,423	3019,9	0,009	43,209	1,217	3019	-1,432	43,368
25/11/2020	10:26:33	43,98	0,882	2949,2	-1,45	47,25	30,585	2954,2	0,478	46,678	-21,337	3020,3	-0,043	43,157	-5,643	3019,4	-1,48	43,32
25/11/2020	10:26:33	43,99	0,882	2949,4	-1,477	47,223	31,359	2952,8	0,65	46,85	-29,401	3020,6	-0,082	43,118	-10,368	3019,8	-1,527	43,273
26/11/2020	10:26:33	43,99	0,856	2949,6	-1,504	47,196	31,871	2952,6	0,674	46,874	-30,374	3019,8	0,022	43,222	2,833	3020	-1,551	43,249
26/11/2020	10:26:33	43,99	0,853	2949,6	-1,504	47,196	31,938	2952,8	0,65	46,85	-29,401	3019	0,126	43,326	15,957	3020	-1,551	43,249
27/11/2020	10:26:33	43,99	0,844	2949,6	-1,504	47,196	31,938	2953	0,625	46,825	-28,291	3018,7	0,165	43,365	20,893	3020,1	-1,563	43,237
27/11/2020	10:26:33	44	0,847	2949,7	-1,518	47,182	32,228	2953,2	0,601	46,801	-27,18	3019	0,126	43,326	15,957	3020,1	-1,563	43,237
28/11/2020	10:26:33	44,03	0,847	2949,6	-1,504	47,196	32,075	2953,2	0,601	46,801	-27,429	3019,2	0,1	43,3	12,357	3019,9	-1,539	43,261
28/11/2020	10:26:33	44,05	0,853	2949,6	-1,504	47,196	32,143	2953	0,625	46,825	-28,68	0	196,267	239,467	23935,021	3019,8	-1,527	43,273
29/11/2020	10:26:33	44,06	0,85	2949,4	-1,477	47,223	31,763	2952,6	0,674	46,874	-31,363	3019,2	0,1	43,3	11,775	3019,5	-1,492	43,308
29/11/2020	10:26:33	44,07	0,853	2949,3	-1,463	47,237	31,538	2952,4	0,699	46,899	-32,658	3019,2	0,1	43,3	11,638	3019,4	-1,48	43,32
30/11/2020	10:26:33	44,07	0,844	2949,2	-1,45	47,25	31,379	2952,3	0,711	46,911	-33,543	3019	0,126	43,326	14,325	3019,2	-1,456	43,344
30/11/2020	10:26:33	44,08	0,856	2949	-1,422	47,278	30,656	2952,1	0,736	46,936	-34,376	3018,8	0,152	43,352	17,679	3019	-1,432	43,368
01/12/2020	10:26:33	44,08	0,853	2948,9	-1,409	47,291	30,56	2952,2	0,723	46,923	-34,284	3018,8	0,152	43,352	17,083	3018,9	-1,421	43,379
01/12/2020	10:26:33	44,09	0,856	2948,9	-1,409	47,291	30,494	2952,4	0,699	46,899	-32,966	3018,8	0,152	43,352	17,277	3019,1	-1,444	43,356
02/12/2020	10:26:33	44,08	0,854	2949	-1,422	47,278	30,789	2952,8	0,65	46,85	-30,65	3018,8	0,152	43,352	17,277	3019,5	-1,492	43,308
02/12/2020	10:26:33	44,1	0,85	2949	-1,422	47,278	30,923	2952,8	0,65	46,85	-30,941	3019,1	0,113	43,313	12,563	3019,4	-1,48	43,32
03/12/2020	10:26:33	44,09	0,859	2949,1	-1,436	47,264	31,22	2952,9	0,638	46,838	-30,358	3019,1	0,113	43,313	12,563	3019,6	-1,504	43,296
03/12/2020	10:26:33	44,09	0,882	2949,2	-1,45	47,25	31,447	2953,2	0,601	46,801	-28,469	3019,1	0,113	43,313	12,704	3019,8	-1,527	43,273
04/12/2020	10:26:33	44,09	0,857	2949,5	-1,491	47,209	32,476	2953,7	0,539	46,739	-25,805	3019,3	0,087	43,287	9,568	3020,4	-1,598	43,202
04/12/2020	10:26:33	44,13	0,863	2949,7	-1,518	47,182	32,998	2953,6	0,552	46,752	-26,265	3019,5	0,061	43,261	6,788	3020,3	-1,587	43,213
05/12/2020	10:26:33	44,15	0,85	2949,5	-1,491	47,209	32,689	2953,3	0,588	46,788	-28,563	3019,6	0,048	43,248	5,114	3019,8	-1,527	43,273
05/12/2020	10:26:33	44,19	0,871	2949,3	-1,463	47,237	32,233	2953	0,625	46,825	-30,648	3019,6	0,048	43,248	5,008	3019,5	-1,492	43,308
06/12/2020	10:26:33	44,21	0,852	2949,1	-1,436	47,264	31,843	2953,1	0,613	46,813	-30,495	3019,5	0,061	43,261	6,171	3019,3	-1,468	43,332
06/12/2020	10:26:33	44,24	0,885	2949	-1,422	47,278	31,751	2953,1	0,613	46,813	-30,957	3019,4	0,074	43,274	7,264	3019,2	-1,456	43,344
07/12/2020	10:26:33	44,24	0,89	2949	-1,422	47,278	31,894	2953,2	0,601	46,801	-30,647	3019,4	0,074	43,274	7,124	3019,3	-1,468	43,332
07/12/2020	10:26:33	44,27	0,899	2948,9	-1,409	47,291	31,517	2953,2	0,601	46,801	-30,492	3019,5	0,061	43,261	5,932	3019,3	-1,468	43,332
08/12/2020	10:26:33	44,29	0,89	2948,9	-1,409	47,291	31,874	2953,3	0,588	46,788	-30,646	3019,4	0,074	43,274	6,861	3019,2	-1,456	43,344
08/12/2020	10:26:33	44,32	0,903	2948,7	-1,382	47,318	31,47	2953,1	0,613	46,813	-32,431	3019,3	0,087	43,287	7,844	3018,9	-1,421	43,379
09/12/2020	10:26:33	44,32	0,902	2948,7	-1,382	47,318	31,47	2953,1	0,613	46,813	-32,431	3019,3	0,087	43,287	7,844	3018,8	-1,409	43,391
09/12/2020	10:26:33	44,32	0,923	2948,5	-1,354	47,346	30,92	2953,1	0,613	46,813	-32,604	3019,2	0,1	43,3	8,937	3018,9	-1,421	43,379
10/12/2020	10:26:33	44,34	0,926	2948,6	-1,368	47,332	31,447	2953,5	0,564	46,764	-30,479	3019,7	0,035	43,235	3,052	3019,2	-1,456	43,344
10/12/2020	10:26:33	44,36	0,926	2948,6	-1,368	47,332	31,447	2953,6	0,552	46,752	-29,814	3019,3	0,087	43,287	7,571	3019,2	-1,456	43,344
11/12/2020	10:26:33	44,37	0,922	2948,6	-1,368	47,332	31,519	2953,7	0,539	46,739	-29,311	3019,4	0,074	43,274	6,387	3019,2	-1,456	43,344
11/12/2020	10:26:33	44,38	0,937	2948,6	-1,368	47,332	31,519	2953,7	0,539	46,739	-29,311	3019,4	0,074	43,274	6,387	3019,1	-1,444	43,356
12/12/2020	10:26:33	44,42	0,925	2948,6	-1,368	47,332	31,813	2953,8	0,527	46,727	-29,279	3019,4	0,074	43,274	6,174	3019,1	-1,444	43,356
12/12/2020	10:26:33	44,45	0,942	2948,5	-1,354	47,346	31,716	2954	0,502	46,702	-28,389	3019,5	0,061	43,261	4,967	3019,2	-1,456	43,344
13/12/2020	10:26:33	44,47	0,931	2948,7	-1,382	47,318	32,583	2954,4	0,453	46,653	-26,056	3019,7	0,035	43,235	2,786	3019,5	-1,492	43,308
13/12/2020	10:26:33	44,49	0,945	2948,7	-1,382	47,318	32,816	2954,5	0,441	46,641	-25,795	3019,8	0,022	43,222	1,713	3019,6	-1,504	43,296
